complaint_id,customer_id,complaint_date,complaint_type,severity,department,status,resolution_days,customer_satisfaction
CMP003254,7562-GSUHK,2020-08-17,Payment Issue,Medium,Customer Care,Closed,3.0,2.0
CMP003255,4903-UYAVB,2022-06-07,Payment Issue,High,Billing,Closed,9.0,3.0
CMP003256,6776-TLWOI,2023-06-05,Payment Issue,Low,Technical,Closed,4.0,3.0
CMP003257,6776-TLWOI,2024-07-18,Customer Support,Medium,Billing,In Progress,,
CMP003258,6776-TLWOI,2020-10-06,Billing Complaint,Low,Network,In Progress,,
CMP003259,4077-CROMM,2024-04-26,Poor Network,High,Sales,Resolved,6.0,3.0
CMP003260,2868-MZAGQ,2024-10-22,Wrong Charges,Medium,Sales,Open,,
CMP003261,2868-MZAGQ,2022-06-02,Service Outage,Low,Technical,Closed,11.0,2.0
CMP003262,4847-QNOKA,2023-06-07,Billing Complaint,High,Sales,In Progress,,
CMP003263,6379-RXJRQ,2025-01-19,Installation Delay,Medium,Sales,Resolved,14.0,2.0
CMP003264,8650-RHRKE,2024-10-22,Installation Delay,High,Network,In Progress,,
CMP003265,8650-RHRKE,2024-02-06,Frequent Disconnections,Low,Sales,Resolved,1.0,1.0
CMP003266,0475-RIJEP,2021-04-27,Call Drop,High,Network,In Progress,,
CMP003267,0475-RIJEP,2020-01-20,Call Drop,High,Sales,In Progress,,
CMP003268,1260-TTRXI,2023-06-14,Slow Internet,Low,Customer Care,Closed,9.0,2.0
CMP003269,1260-TTRXI,2021-09-07,Poor Customer Support,High,Technical,Closed,10.0,1.0
CMP003270,1260-TTRXI,2024-04-22,Wrong Charges,Medium,Customer Care,Open,,
CMP003271,6328-ZPBGN,2025-06-20,Low Download Speed,High,Sales,Resolved,1.0,2.0
CMP003272,4789-KWMXN,2021-04-02,Installation Delay,Medium,Sales,Resolved,4.0,1.0
CMP003273,4789-KWMXN,2025-12-16,Low Download Speed,Medium,Technical,Resolved,3.0,1.0
CMP003274,4789-KWMXN,2021-04-17,Slow Internet,Medium,Billing,Open,,
CMP003275,2867-UIMSS,2021-09-09,Low Download Speed,High,Billing,Closed,5.0,3.0
CMP003276,2867-UIMSS,2021-01-12,Low Download Speed,High,Network,In Progress,,
CMP003277,8111-RKSPX,2024-09-02,Call Drop,High,Billing,Resolved,13.0,2.0
CMP003278,8111-RKSPX,2024-04-11,Streaming Issue,Low,Customer Care,Closed,15.0,1.0
CMP003279,8111-RKSPX,2023-05-20,Payment Issue,High,Sales,Resolved,3.0,2.0
CMP003280,1585-MQSSU,2022-04-02,Call Drop,High,Customer Care,Resolved,5.0,2.0
CMP003281,1585-MQSSU,2020-01-12,Poor Customer Support,Low,Sales,Resolved,11.0,2.0
CMP003282,1585-MQSSU,2022-08-27,Billing Complaint,Low,Technical,In Progress,,
CMP003283,2856-NNASM,2022-12-23,Low Download Speed,High,Customer Care,Open,,
CMP003284,8559-CIZFV,2025-03-05,Billing Complaint,Medium,Sales,Resolved,10.0,2.0
CMP003285,8559-CIZFV,2021-08-07,Frequent Disconnections,High,Technical,In Progress,,
CMP003286,8559-CIZFV,2023-10-10,Poor Network,High,Network,Resolved,7.0,3.0
CMP003287,7547-EKNFS,2024-06-13,Frequent Disconnections,Medium,Technical,In Progress,,
CMP003288,6769-DYBQN,2022-09-14,Billing Complaint,High,Technical,Resolved,1.0,2.0
CMP003289,6769-DYBQN,2022-10-04,Service Outage,High,Billing,Resolved,9.0,2.0
CMP003290,4439-JMPMT,2025-01-18,Wrong Charges,Medium,Customer Care,Closed,15.0,3.0
CMP003291,4439-JMPMT,2020-06-19,Payment Issue,Low,Sales,Closed,9.0,3.0
CMP003292,4439-JMPMT,2020-09-16,Poor Network,Low,Network,Closed,4.0,1.0
CMP003293,2446-BEGGB,2020-10-12,Streaming Issue,Low,Sales,In Progress,,
CMP003294,1496-GGSUK,2023-04-25,Poor Customer Support,High,Network,Resolved,6.0,2.0
CMP003295,2575-GFSOE,2022-03-14,Slow Internet,Medium,Customer Care,Resolved,7.0,1.0
CMP003296,2842-JTCCU,2020-10-13,Slow Internet,Low,Billing,Resolved,8.0,1.0
CMP003297,2842-JTCCU,2023-04-23,Frequent Disconnections,High,Sales,In Progress,,
CMP003298,3296-SILRA,2025-12-02,Wrong Charges,Medium,Customer Care,Closed,7.0,2.0
CMP003299,3296-SILRA,2023-01-02,Service Outage,Medium,Billing,Closed,7.0,2.0
CMP003300,9681-OXGVC,2020-10-16,Wrong Charges,Medium,Customer Care,Closed,6.0,2.0
CMP003301,5180-UCIIQ,2021-09-23,Poor Customer Support,High,Technical,Resolved,5.0,3.0
CMP003302,5180-UCIIQ,2024-03-23,Payment Issue,High,Network,Closed,3.0,1.0
CMP003303,7153-OANIO,2022-05-11,Low Download Speed,Medium,Customer Care,Resolved,15.0,2.0
CMP003304,6521-YYTYI,2020-11-14,Streaming Issue,High,Technical,Resolved,2.0,1.0
CMP003305,6521-YYTYI,2025-10-10,Wrong Charges,Medium,Sales,Closed,4.0,1.0
CMP003306,6521-YYTYI,2024-06-12,Poor Network,Low,Customer Care,In Progress,,
CMP003307,8878-HMWBV,2025-02-07,Billing Complaint,Medium,Sales,Resolved,15.0,1.0
CMP003308,3751-KTZEL,2022-12-04,Call Drop,High,Customer Care,Resolved,8.0,3.0
CMP003309,3751-KTZEL,2020-09-23,Payment Issue,Low,Technical,Resolved,12.0,3.0
CMP003310,3751-KTZEL,2025-11-20,Streaming Issue,High,Network,Open,,
CMP003311,1977-STDKI,2023-12-23,Service Outage,High,Technical,Resolved,4.0,2.0
CMP003312,5813-UECBU,2023-11-16,Service Outage,Medium,Network,In Progress,,
CMP003313,0328-GRPMV,2020-09-14,Installation Delay,High,Network,Resolved,5.0,3.0
CMP003314,0328-GRPMV,2020-08-06,Low Download Speed,High,Sales,Closed,6.0,1.0
CMP003315,0328-GRPMV,2020-08-04,Call Drop,Medium,Network,In Progress,,
CMP003316,4342-HENTK,2023-03-20,Wrong Charges,Medium,Billing,Resolved,14.0,2.0
CMP003317,4342-HENTK,2024-02-14,Service Outage,High,Sales,Resolved,12.0,2.0
CMP003318,4342-HENTK,2020-04-18,Installation Delay,Medium,Network,Resolved,14.0,1.0
CMP003319,4195-SMMNX,2025-11-16,Payment Issue,High,Customer Care,In Progress,,
CMP003320,4195-SMMNX,2021-07-17,Billing Complaint,Low,Technical,Resolved,9.0,2.0
CMP003321,6956-SMUCM,2020-04-21,Poor Network,Medium,Billing,Resolved,10.0,3.0
CMP003322,6956-SMUCM,2022-08-02,Poor Customer Support,High,Customer Care,Resolved,10.0,1.0
CMP003323,6956-SMUCM,2020-04-17,Service Outage,Medium,Network,Resolved,11.0,2.0
CMP003324,3223-WZWJM,2025-12-23,Service Outage,High,Billing,Resolved,15.0,1.0
CMP003325,3223-WZWJM,2023-02-09,Streaming Issue,Low,Network,Resolved,15.0,2.0
CMP003326,3223-WZWJM,2020-08-16,Wrong Charges,Low,Technical,Resolved,12.0,2.0
CMP003327,9053-JZFKV,2022-10-09,Billing Complaint,High,Technical,In Progress,,
CMP003328,2530-ENDWQ,2024-10-22,Poor Customer Support,High,Customer Care,In Progress,,
CMP003329,2530-ENDWQ,2024-11-04,Slow Internet,High,Technical,Resolved,14.0,3.0
CMP003330,6615-ZGEDR,2024-03-03,Billing Complaint,Medium,Network,Resolved,13.0,2.0
CMP003331,6615-ZGEDR,2025-01-24,Customer Support,High,Billing,Closed,6.0,3.0
CMP003332,6615-ZGEDR,2025-09-25,Customer Support,Medium,Network,Closed,1.0,2.0
CMP003333,9250-WYPLL,2022-03-07,Billing Complaint,Medium,Billing,Closed,11.0,3.0
CMP003334,2754-XBHTB,2020-10-24,Low Download Speed,Medium,Sales,Open,,
CMP003335,2754-XBHTB,2024-11-11,Wrong Charges,High,Network,Closed,11.0,2.0
CMP003336,2754-XBHTB,2021-08-28,Installation Delay,High,Sales,Open,,
CMP003337,1597-LHYNC,2025-02-07,Installation Delay,Low,Sales,In Progress,,
CMP003338,7055-VKGDA,2021-11-09,Call Drop,Medium,Technical,Closed,4.0,3.0
CMP003339,7055-VKGDA,2020-12-02,Call Drop,High,Billing,Closed,1.0,1.0
CMP003340,0754-UKWQP,2022-05-03,Slow Internet,High,Technical,Closed,4.0,2.0
CMP003341,0754-UKWQP,2024-08-04,Poor Network,Medium,Network,Resolved,3.0,2.0
CMP003342,7493-TPUWZ,2021-10-15,Payment Issue,High,Technical,Closed,15.0,2.0
CMP003343,7493-TPUWZ,2021-02-18,Frequent Disconnections,Medium,Sales,Closed,2.0,3.0
CMP003344,7493-TPUWZ,2025-07-13,Installation Delay,High,Network,Resolved,5.0,3.0
CMP003345,1577-HKTFG,2021-11-09,Customer Support,High,Sales,Closed,8.0,1.0
CMP003346,1577-HKTFG,2020-07-20,Payment Issue,Medium,Customer Care,Resolved,5.0,1.0
CMP003347,1577-HKTFG,2020-03-14,Payment Issue,High,Customer Care,Open,,
CMP003348,8752-STIVR,2022-05-26,Wrong Charges,High,Network,Closed,3.0,1.0
CMP003349,8752-STIVR,2025-07-28,Payment Issue,Medium,Network,Open,,
CMP003350,8752-STIVR,2024-10-16,Installation Delay,High,Technical,Resolved,10.0,1.0
CMP003351,4558-FANTW,2024-12-12,Wrong Charges,Medium,Network,In Progress,,
CMP003352,4558-FANTW,2025-08-13,Installation Delay,Medium,Network,In Progress,,
CMP003353,4558-FANTW,2021-03-25,Payment Issue,Medium,Sales,In Progress,,
CMP003354,8651-ENBZX,2025-10-24,Service Outage,Medium,Network,Resolved,13.0,3.0
CMP003355,8651-ENBZX,2021-06-01,Poor Network,Medium,Technical,Resolved,4.0,1.0
CMP003356,7623-TRNQN,2025-12-03,Low Download Speed,Medium,Billing,Open,,
CMP003357,9330-IJWIO,2025-11-26,Service Outage,High,Customer Care,In Progress,,
CMP003358,9330-IJWIO,2022-11-06,Poor Customer Support,Medium,Technical,Resolved,4.0,2.0
CMP003359,9330-IJWIO,2024-10-28,Poor Customer Support,Medium,Sales,Resolved,5.0,2.0
CMP003360,9286-DOJGF,2020-12-21,Wrong Charges,Medium,Technical,Open,,
CMP003361,9286-DOJGF,2021-05-23,Slow Internet,High,Sales,Closed,5.0,1.0
CMP003362,9661-MHUMO,2022-02-03,Billing Complaint,Medium,Technical,In Progress,,
CMP003363,9661-MHUMO,2020-01-23,Installation Delay,Low,Network,Closed,2.0,1.0
CMP003364,9661-MHUMO,2025-05-01,Slow Internet,Medium,Billing,Resolved,14.0,2.0
CMP003365,1842-EZJMK,2021-12-13,Poor Customer Support,Low,Billing,Resolved,15.0,1.0
CMP003366,1842-EZJMK,2024-11-01,Billing Complaint,Low,Technical,Closed,4.0,2.0
CMP003367,8079-XRJRS,2024-12-20,Frequent Disconnections,Medium,Technical,Resolved,7.0,3.0
CMP003368,8073-IJDCM,2021-09-19,Payment Issue,Medium,Sales,Resolved,5.0,1.0
CMP003369,8073-IJDCM,2021-12-22,Payment Issue,High,Network,Resolved,6.0,3.0
CMP003370,8073-IJDCM,2025-05-24,Billing Complaint,Medium,Network,Closed,4.0,2.0
CMP003371,8884-ADFVN,2022-05-12,Poor Customer Support,Low,Sales,Resolved,8.0,2.0
CMP003372,8884-ADFVN,2020-12-14,Poor Network,High,Network,In Progress,,
CMP003373,2720-WGKHP,2023-10-25,Streaming Issue,High,Technical,Resolved,3.0,1.0
CMP003374,2720-WGKHP,2022-03-18,Installation Delay,Low,Customer Care,Resolved,3.0,2.0
CMP003375,2720-WGKHP,2023-04-05,Poor Network,Medium,Network,Open,,
CMP003376,2869-ADAWR,2020-05-06,Wrong Charges,Medium,Network,Resolved,9.0,3.0
CMP003377,2869-ADAWR,2023-11-26,Frequent Disconnections,High,Network,In Progress,,
CMP003378,9894-EZEWG,2023-07-20,Low Download Speed,Medium,Network,Resolved,7.0,2.0
CMP003379,9894-EZEWG,2024-09-27,Poor Customer Support,High,Billing,Resolved,7.0,3.0
CMP003380,9894-EZEWG,2023-12-19,Slow Internet,Medium,Sales,Resolved,12.0,1.0
CMP003381,7851-FLGGQ,2025-01-04,Payment Issue,High,Network,In Progress,,
CMP003382,7851-FLGGQ,2025-09-01,Payment Issue,High,Network,In Progress,,
CMP003383,7851-FLGGQ,2021-03-27,Poor Customer Support,Medium,Customer Care,Closed,7.0,1.0
CMP003384,0637-UBJRP,2025-08-14,Installation Delay,High,Sales,In Progress,,
CMP003385,0637-UBJRP,2025-05-08,Payment Issue,Medium,Network,Resolved,2.0,3.0
CMP003386,0940-OUQEC,2021-09-03,Billing Complaint,Medium,Network,Closed,4.0,1.0
CMP003387,0940-OUQEC,2021-03-09,Call Drop,High,Sales,Closed,6.0,2.0
CMP003388,0702-PGIBZ,2020-02-24,Installation Delay,Low,Technical,Resolved,3.0,3.0
CMP003389,1963-VAUKV,2020-02-17,Customer Support,High,Technical,Resolved,7.0,2.0
CMP003390,1963-VAUKV,2023-06-07,Customer Support,High,Sales,Closed,10.0,1.0
CMP003391,3058-HJCUY,2025-12-11,Billing Complaint,Low,Billing,In Progress,,
CMP003392,3259-FDWOY,2021-09-13,Payment Issue,Low,Billing,Resolved,13.0,1.0
CMP003393,0807-ZABDG,2025-10-04,Frequent Disconnections,Medium,Technical,In Progress,,
CMP003394,0807-ZABDG,2024-03-09,Service Outage,Medium,Technical,Closed,9.0,3.0
CMP003395,0807-ZABDG,2025-09-05,Billing Complaint,Medium,Sales,Resolved,8.0,3.0
CMP003396,5748-RNCJT,2024-10-12,Slow Internet,Medium,Billing,In Progress,,
CMP003397,5748-RNCJT,2025-03-27,Poor Network,High,Technical,Open,,
CMP003398,7739-LAXOG,2023-05-24,Call Drop,Low,Billing,Closed,3.0,3.0
CMP003399,7739-LAXOG,2023-03-13,Poor Network,High,Technical,Closed,15.0,3.0
CMP003400,7739-LAXOG,2023-02-10,Poor Network,High,Network,Resolved,2.0,1.0
CMP003401,9776-CLUJA,2025-09-03,Installation Delay,High,Customer Care,Closed,1.0,2.0
CMP003402,9776-CLUJA,2020-03-17,Poor Network,Medium,Billing,Open,,
CMP003403,6034-ZRYCV,2020-09-16,Poor Customer Support,High,Customer Care,Resolved,2.0,3.0
CMP003404,6034-ZRYCV,2021-11-14,Installation Delay,Medium,Technical,Resolved,10.0,2.0
CMP003405,2079-FBMZK,2024-03-02,Low Download Speed,Medium,Customer Care,Resolved,5.0,2.0
CMP003406,2079-FBMZK,2021-04-24,Streaming Issue,High,Sales,In Progress,,
CMP003407,2079-FBMZK,2020-12-13,Installation Delay,Medium,Technical,Resolved,1.0,3.0
CMP003408,6608-QQLVK,2025-10-13,Poor Network,Medium,Technical,Resolved,8.0,1.0
CMP003409,6608-QQLVK,2023-02-20,Frequent Disconnections,Medium,Network,Resolved,15.0,1.0
CMP003410,6608-QQLVK,2024-05-26,Poor Network,High,Customer Care,In Progress,,
CMP003411,3551-HUAZH,2023-07-27,Call Drop,High,Customer Care,Resolved,13.0,3.0
CMP003412,3551-HUAZH,2022-02-12,Low Download Speed,High,Billing,Resolved,12.0,3.0
CMP003413,3551-HUAZH,2023-10-02,Payment Issue,High,Network,Resolved,12.0,1.0
CMP003414,6302-JGYRJ,2021-01-21,Billing Complaint,Low,Customer Care,Resolved,15.0,3.0
CMP003415,6302-JGYRJ,2021-08-21,Service Outage,Medium,Customer Care,Closed,7.0,3.0
CMP003416,6302-JGYRJ,2020-04-16,Wrong Charges,Medium,Sales,Closed,11.0,1.0
CMP003417,3685-YLCMQ,2024-02-17,Poor Customer Support,High,Customer Care,Closed,10.0,1.0
CMP003418,3685-YLCMQ,2024-10-10,Streaming Issue,High,Network,Resolved,6.0,1.0
CMP003419,3685-YLCMQ,2025-12-16,Frequent Disconnections,Medium,Network,Resolved,2.0,1.0
CMP003420,8634-MPHTR,2020-02-27,Poor Customer Support,Medium,Billing,Closed,11.0,1.0
CMP003421,8761-NSOBC,2023-05-24,Slow Internet,Medium,Sales,Open,,
CMP003422,8761-NSOBC,2025-09-07,Poor Customer Support,Low,Billing,Closed,15.0,3.0
CMP003423,8413-VONUO,2023-03-15,Call Drop,High,Technical,Open,,
CMP003424,9223-UCPVT,2020-06-02,Call Drop,High,Sales,Closed,9.0,1.0
CMP003425,9223-UCPVT,2024-03-15,Wrong Charges,Medium,Network,In Progress,,
CMP003426,9223-UCPVT,2025-09-21,Frequent Disconnections,High,Billing,Resolved,1.0,3.0
CMP003427,4351-QLCSU,2021-12-09,Frequent Disconnections,High,Network,Open,,
CMP003428,4351-QLCSU,2024-12-06,Streaming Issue,Medium,Network,Open,,
CMP003429,4351-QLCSU,2020-10-08,Installation Delay,High,Customer Care,Open,,
CMP003430,5419-JPRRN,2024-12-20,Service Outage,Medium,Technical,Resolved,3.0,2.0
CMP003431,5419-JPRRN,2021-03-05,Wrong Charges,High,Customer Care,In Progress,,
CMP003432,5419-JPRRN,2022-12-08,Billing Complaint,Low,Technical,Open,,
CMP003433,2100-BDNSN,2024-10-11,Billing Complaint,High,Sales,Resolved,2.0,1.0
CMP003434,0488-GSLFR,2021-05-03,Streaming Issue,Low,Billing,Open,,
CMP003435,0488-GSLFR,2020-08-13,Poor Customer Support,Low,Network,Resolved,2.0,1.0
CMP003436,0488-GSLFR,2024-10-05,Frequent Disconnections,High,Billing,In Progress,,
CMP003437,9318-NKNFC,2021-11-24,Billing Complaint,Low,Billing,Open,,
CMP003438,9318-NKNFC,2020-02-22,Customer Support,Low,Network,Resolved,6.0,3.0
CMP003439,9728-FTTVZ,2021-11-15,Service Outage,High,Technical,Resolved,11.0,1.0
CMP003440,9728-FTTVZ,2020-11-02,Low Download Speed,Medium,Billing,In Progress,,
CMP003441,9728-FTTVZ,2025-08-07,Low Download Speed,Medium,Technical,Resolved,8.0,2.0
CMP003442,7254-IQWOZ,2023-02-05,Slow Internet,High,Network,Resolved,8.0,2.0
CMP003443,7254-IQWOZ,2024-09-05,Billing Complaint,Medium,Billing,Resolved,6.0,1.0
CMP003444,2474-BRUCM,2023-06-27,Low Download Speed,High,Technical,In Progress,,
CMP003445,2474-BRUCM,2021-08-16,Poor Network,High,Billing,Resolved,4.0,3.0
CMP003446,0742-NXBGR,2020-11-18,Call Drop,High,Network,Resolved,3.0,1.0
CMP003447,0742-NXBGR,2020-01-26,Wrong Charges,Medium,Billing,Resolved,12.0,1.0
CMP003448,6110-OHIHY,2020-02-03,Wrong Charges,Medium,Customer Care,Closed,2.0,3.0
CMP003449,6110-OHIHY,2025-11-03,Billing Complaint,High,Billing,In Progress,,
CMP003450,5889-LFOLL,2021-12-21,Frequent Disconnections,High,Technical,Resolved,15.0,2.0
CMP003451,5889-LFOLL,2024-11-02,Frequent Disconnections,Medium,Billing,Open,,
CMP003452,5708-EVONK,2023-01-10,Poor Network,High,Sales,Resolved,11.0,1.0
CMP003453,8708-XPXHZ,2024-10-05,Poor Customer Support,High,Sales,Resolved,7.0,3.0
CMP003454,8708-XPXHZ,2022-03-23,Wrong Charges,High,Billing,Open,,
CMP003455,8708-XPXHZ,2022-09-28,Poor Customer Support,High,Network,In Progress,,
CMP003456,0616-ATFGB,2025-04-10,Frequent Disconnections,Medium,Customer Care,Resolved,11.0,3.0
CMP003457,0616-ATFGB,2024-01-26,Payment Issue,High,Sales,Resolved,3.0,1.0
CMP003458,0616-ATFGB,2022-03-18,Wrong Charges,High,Sales,In Progress,,
CMP003459,7016-BPGEU,2022-04-05,Service Outage,Medium,Sales,In Progress,,
CMP003460,7016-BPGEU,2025-09-23,Wrong Charges,Medium,Sales,Resolved,10.0,1.0
CMP003461,7016-BPGEU,2022-06-04,Call Drop,Medium,Billing,In Progress,,
CMP003462,6876-ADESB,2021-10-09,Streaming Issue,Medium,Technical,Open,,
CMP003463,1963-SVUCV,2025-07-04,Payment Issue,High,Network,Closed,8.0,2.0
CMP003464,1963-SVUCV,2024-06-19,Payment Issue,Low,Billing,Resolved,2.0,2.0
CMP003465,0220-EBGCE,2023-04-18,Wrong Charges,Medium,Customer Care,In Progress,,
CMP003466,0220-EBGCE,2020-09-12,Service Outage,Low,Sales,Closed,5.0,1.0
CMP003467,2754-VDLTR,2022-07-22,Low Download Speed,Medium,Sales,In Progress,,
CMP003468,3190-XFANI,2025-09-21,Wrong Charges,Medium,Network,Closed,15.0,3.0
CMP003469,3190-XFANI,2024-02-24,Service Outage,High,Technical,In Progress,,
CMP003470,3190-XFANI,2025-09-15,Slow Internet,High,Billing,Resolved,15.0,1.0
CMP003471,7551-DACSP,2022-04-13,Installation Delay,High,Network,In Progress,,
CMP003472,7551-DACSP,2020-07-14,Poor Network,Low,Billing,Closed,15.0,1.0
CMP003473,7235-NXZCP,2022-07-22,Frequent Disconnections,Medium,Billing,Resolved,7.0,3.0
CMP003474,0520-FDVVT,2020-01-09,Payment Issue,Medium,Technical,Resolved,6.0,1.0
CMP003475,0520-FDVVT,2022-05-14,Poor Network,High,Network,In Progress,,
CMP003476,0520-FDVVT,2022-05-25,Call Drop,Medium,Technical,Resolved,3.0,1.0
CMP003477,1444-VVSGW,2025-09-10,Slow Internet,High,Technical,Resolved,3.0,1.0
CMP003478,1444-VVSGW,2022-08-08,Streaming Issue,Medium,Network,In Progress,,
CMP003479,1444-VVSGW,2025-04-13,Frequent Disconnections,Medium,Sales,Resolved,11.0,2.0
CMP003480,5712-PTIWW,2025-05-04,Call Drop,High,Network,Closed,4.0,2.0
CMP003481,3315-TOTBP,2023-10-20,Wrong Charges,High,Sales,In Progress,,
CMP003482,3315-TOTBP,2023-12-27,Payment Issue,Medium,Billing,Resolved,4.0,1.0
CMP003483,3315-TOTBP,2025-05-07,Low Download Speed,Medium,Network,Closed,13.0,2.0
CMP003484,6661-HBGWL,2022-03-12,Call Drop,Low,Customer Care,Closed,11.0,1.0
CMP003485,6661-HBGWL,2022-07-22,Service Outage,High,Billing,Resolved,9.0,2.0
CMP003486,6661-HBGWL,2023-02-03,Payment Issue,Low,Technical,Resolved,15.0,1.0
CMP003487,1518-VOWAV,2023-02-23,Call Drop,High,Technical,In Progress,,
CMP003488,1518-VOWAV,2025-09-21,Payment Issue,High,Customer Care,Closed,8.0,3.0
CMP003489,5909-ECHUI,2025-08-17,Payment Issue,High,Sales,Open,,
CMP003490,5909-ECHUI,2022-04-19,Wrong Charges,Low,Billing,Resolved,6.0,1.0
CMP003491,5909-ECHUI,2020-09-11,Poor Customer Support,High,Network,Closed,2.0,2.0
CMP003492,1309-BXVOQ,2020-04-06,Call Drop,High,Customer Care,Open,,
CMP003493,9317-WZPGV,2025-08-09,Billing Complaint,High,Billing,Closed,12.0,2.0
CMP003494,9317-WZPGV,2020-10-24,Service Outage,Medium,Technical,Closed,8.0,1.0
CMP003495,9317-WZPGV,2022-05-11,Low Download Speed,High,Sales,Resolved,14.0,2.0
CMP003496,2856-HYAPG,2022-01-12,Slow Internet,High,Sales,Resolved,15.0,1.0
CMP003497,4488-PSYCG,2024-05-18,Customer Support,High,Sales,Resolved,7.0,1.0
CMP003498,3621-CEOVK,2022-08-25,Frequent Disconnections,High,Billing,Closed,3.0,1.0
CMP003499,6906-ANDWJ,2023-10-12,Poor Network,High,Sales,Open,,
CMP003500,6906-ANDWJ,2025-06-26,Billing Complaint,Medium,Network,Closed,7.0,2.0
CMP003501,6906-ANDWJ,2022-08-05,Poor Network,Low,Billing,Resolved,12.0,2.0
CMP003502,1031-IIDEO,2023-04-20,Low Download Speed,Medium,Sales,Closed,4.0,1.0
CMP003503,1031-IIDEO,2025-01-12,Installation Delay,Medium,Billing,Closed,6.0,3.0
CMP003504,5832-XKAES,2021-08-25,Frequent Disconnections,Low,Sales,Resolved,5.0,1.0
CMP003505,5832-XKAES,2025-07-11,Streaming Issue,High,Sales,In Progress,,
CMP003506,5832-XKAES,2020-03-18,Low Download Speed,High,Customer Care,Resolved,3.0,2.0
CMP003507,4701-AHWMW,2024-12-03,Poor Customer Support,Low,Technical,Closed,2.0,2.0
CMP003508,4701-AHWMW,2021-05-22,Installation Delay,High,Network,Closed,2.0,2.0
CMP003509,9210-IAHGH,2020-11-08,Streaming Issue,High,Network,In Progress,,
CMP003510,0023-XUOPT,2022-09-07,Slow Internet,Medium,Sales,In Progress,,
CMP003511,4592-IWTJI,2025-12-26,Installation Delay,Medium,Sales,In Progress,,
CMP003512,7632-MNYOY,2025-02-24,Frequent Disconnections,High,Customer Care,Open,,
CMP003513,6518-LGAOV,2022-08-20,Installation Delay,High,Billing,Resolved,4.0,3.0
CMP003514,6518-LGAOV,2021-07-08,Low Download Speed,Medium,Customer Care,Closed,13.0,3.0
CMP003515,6518-LGAOV,2025-07-21,Frequent Disconnections,High,Billing,In Progress,,
CMP003516,7242-QZLXF,2021-05-05,Billing Complaint,High,Customer Care,Open,,
CMP003517,4576-CSAJH,2020-11-11,Streaming Issue,Low,Technical,Resolved,9.0,1.0
CMP003518,1000-AJSLD,2022-11-20,Payment Issue,High,Sales,Resolved,1.0,2.0
CMP003519,1062-LHZOD,2021-08-13,Slow Internet,Medium,Technical,In Progress,,
CMP003520,1062-LHZOD,2022-01-21,Wrong Charges,High,Network,In Progress,,
CMP003521,9600-NAXZN,2024-02-16,Payment Issue,Low,Customer Care,In Progress,,
CMP003522,6457-USBER,2020-01-22,Service Outage,High,Customer Care,Closed,9.0,3.0
CMP003523,6457-USBER,2024-03-02,Service Outage,Medium,Network,In Progress,,
CMP003524,4662-EKDPQ,2021-03-27,Slow Internet,Medium,Sales,Resolved,11.0,3.0
CMP003525,4662-EKDPQ,2022-01-11,Payment Issue,Low,Billing,Closed,5.0,1.0
CMP003526,9248-OJYKK,2022-03-03,Low Download Speed,High,Customer Care,Resolved,2.0,3.0
CMP003527,3398-FSHON,2020-09-28,Low Download Speed,Medium,Customer Care,Closed,7.0,3.0
CMP003528,3319-DWOEP,2023-09-25,Poor Customer Support,High,Billing,Resolved,11.0,2.0
CMP003529,9259-PACGQ,2021-05-23,Streaming Issue,High,Network,Closed,4.0,3.0
CMP003530,4415-IJZTP,2025-02-03,Billing Complaint,High,Billing,Resolved,9.0,2.0
CMP003531,1465-VINDH,2020-10-11,Slow Internet,Medium,Sales,In Progress,,
CMP003532,1465-VINDH,2024-04-25,Call Drop,High,Billing,Closed,2.0,1.0
CMP003533,2810-FTLEM,2022-07-05,Slow Internet,Medium,Billing,Closed,6.0,2.0
CMP003534,2810-FTLEM,2023-11-04,Low Download Speed,High,Technical,Resolved,13.0,3.0
CMP003535,1925-TIBLE,2025-09-25,Low Download Speed,High,Customer Care,Resolved,13.0,2.0
